mjdExpStart,moonAz,moonAlt,moonPhase,time_step_id
59418.115885,132.82087749900128,12.513713489259725,0.9857576911084804,0
59418.128385,135.8173793683631,15.126547243124614,0.9860901254134088,1
59418.140885,138.97763844984908,17.60153904415474,0.9864182643453984,2
59418.153385,142.31001649207963,19.922998365401615,0.9867421066244296,3
59418.165885,145.8205030598063,22.07415022253352,0.9870616510384418,4
59418.178385,149.51180939025915,24.037361350296564,0.9873768964300308,5
59418.190885,153.38237965407203,25.79449351973432,0.9876878417053758,6
59418.203385,157.42541324716294,27.327399280225986,0.9879944858300702,7
59418.215885,161.62803724956154,28.618560524394315,0.9882968278372496,8
59418.228385,165.9708031508356,29.651847278916325,0.9885948668149692,9
59418.240885,170.4276880719175,30.41334547671753,0.9888886019146416,10
59418.253385,174.96674001015631,30.892173960946288,0.9891780323467324,11
59418.265885,179.55141194953586,31.081191565738,0.9894631573891716,12
59418.278385,184.1424954479839,30.97749413379473,0.9897439763745149,13
59418.290885,188.70042644260067,30.582623800532822,0.9900204886986801,14
59418.303385,193.18764262693767,29.90245617749887,0.9902926938164096,15
59418.315885,197.57065833060983,28.94678414200909,0.990560591249364,16
59418.165885,145.8205030598063,22.074150222533532,0.987061651038442,4
59418.203385,157.42541324716294,27.327399280225986,0.9879944858300704,7
59418.265885,179.5514119495359,31.081191565738,0.9894631573891716,12
59418.278385,184.14249544798386,30.97749413379473,0.9897439763745148,13
59418.303385,193.18764262693767,29.902456177498873,0.9902926938164096,15
59418.328385,201.82159491022918,27.72866465203281,0.9908241805740501,17
59418.340885,205.9190341121493,26.26362445639093,0.991083461428022,18
59418.353385,209.84820185245616,24.56882643035939,0.9913384335149968,19
59418.365885,213.60059905003158,22.66228353458537,0.9915890965938208,20
59418.328385,201.82159491022918,27.72866465203281,0.99082418057405,17
59418.340885,205.91903411214932,26.263624456390925,0.991083461428022,18
59418.365885,213.60059905003158,22.662283534585377,0.9915890965938208,20
59418.378385,217.17325308942023,20.562180626504013,0.991835450485794,21
59418.390885,220.5677698264265,18.286334970707237,0.9920774950711596,22
59418.403385,223.78933770926272,15.851801188933575,0.992315230295556,23
59418.415885,226.84579149733185,13.27460904026176,0.9925486561599411,24
59418.428385,229.74679878510082,10.569612899946314,0.992777772725736,25
59418.440885,232.50319652635955,7.750428588092705,0.9930025801193784,26
59418.453385,235.12647978459472,4.829434247697661,0.9932230785225772,27
59418.465885,237.6284304447382,1.8178151410813908,0.9934392681772156,28
59418.190885,153.38237965407203,25.794493519734324,0.9876878417053758,6
59418.228385,165.9708031508356,29.651847278916325,0.9885948668149688,9
59418.278385,184.1424954479839,30.977494133794732,0.9897439763745149,13
59418.290885,188.70042644260067,30.582623800532822,0.99002048869868,14
59418.378385,217.17325308942023,20.562180626504013,0.9918354504857941,21
59418.390885,220.56776982642646,18.286334970707237,0.9920774950711596,22
59418.403385,223.78933770926272,15.851801188933575,0.9923152302955559,23
59418.415885,226.84579149733185,13.274609040261758,0.9925486561599411,24
59418.428385,229.74679878510082,10.569612899946314,0.9927777727257359,25
59418.440885,232.50319652635952,7.750428588092705,0.9930025801193784,26
59418.465885,237.62843044473823,1.8178151410813908,0.9934392681772156,28
59418.440885,232.50319652635952,7.7504285880927055,0.9930025801193784,26
59418.128385,135.8173793683631,15.126547243124609,0.9860901254134088,1
